candidate_id,department,admit
931790,D,Rejected
924021,D,Admitted
907761,B,Admitted
924469,D,Admitted
926571,D,Rejected
946177,F,Rejected
929595,D,Rejected
911771,B,Rejected
901863,A,Admitted
935142,E,Rejected
912491,B,Rejected
944118,F,Rejected
923984,D,Admitted
896811,A,Admitted
933152,E,Rejected
926343,D,Rejected
942147,F,Rejected
899992,A,Admitted
914877,C,Rejected
909021,B,Admitted
925291,D,Rejected
926688,D,Rejected
904705,A,Rejected
917319,C,Admitted
941159,F,Rejected
900141,A,Admitted
940687,F,Rejected
905682,A,Admitted
915313,C,Rejected
940271,F,Rejected
936929,E,Rejected
931121,D,Rejected
941363,F,Rejected
902753,A,Rejected
929249,D,Admitted
938360,E,Rejected
939037,F,Rejected
943585,F,Rejected
943725,F,Rejected
916701,C,Rejected
897048,A,Admitted
907471,B,Admitted
903097,A,Rejected
908191,B,Admitted
912542,B,Rejected
933925,E,Rejected
944923,F,Rejected
924370,D,Admitted
917391,C,Admitted
904609,A,Rejected
932689,E,Rejected
911213,B,Rejected
937719,E,Rejected
935991,E,Rejected
903214,A,Rejected
906903,B,Admitted
913713,C,Admitted
907997,B,Admitted
938011,E,Rejected
933870,E,Rejected
909760,B,Admitted
899012,A,Admitted
908765,B,Admitted
912537,B,Rejected
904889,A,Rejected
941243,F,Rejected
921474,C,Rejected
915331,C,Rejected
944165,F,Rejected
908279,B,Admitted
929125,D,Admitted
942961,F,Rejected
921259,C,Rejected
941224,F,Rejected
943104,F,Rejected
936560,E,Rejected
941366,F,Rejected
906016,A,Admitted
945548,F,Rejected
942964,F,Rejected
944095,F,Rejected
923426,D,Admitted
906560,A,Rejected
944973,F,Rejected
896591,A,Admitted
926805,D,Rejected
896724,A,Admitted
933570,E,Rejected
931451,D,Rejected
936986,E,Rejected
924133,D,Admitted
935476,E,Rejected
922931,C,Rejected
903448,A,Rejected
921880,C,Rejected
897129,A,Admitted
939740,F,Rejected
921205,C,Rejected
939090,F,Rejected
935837,E,Rejected
936134,E,Rejected
899858,A,Admitted
904919,A,Rejected
939840,F,Rejected
918931,C,Admitted
909173,B,Admitted
927147,D,Rejected
938508,F,Admitted
942806,F,Rejected
912311,B,Rejected
897678,A,Admitted
900365,A,Admitted
922086,C,Rejected
934894,E,Admitted
907470,B,Admitted
944238,F,Rejected
939129,F,Rejected
930189,D,Rejected
928200,D,Admitted
921973,C,Rejected
908284,B,Admitted
932503,E,Admitted
918230,C,Admitted
926569,D,Rejected
914456,C,Admitted
918837,C,Admitted
924371,D,Admitted
929375,D,Rejected
931525,D,Rejected
943685,F,Rejected
940468,F,Rejected
932517,E,Admitted
940054,F,Rejected
941428,F,Rejected
938273,E,Rejected
924476,D,Admitted
911395,B,Rejected
924808,D,Rejected
936020,E,Rejected
909404,B,Admitted
900433,A,Admitted
944671,F,Rejected
900840,A,Admitted
916114,C,Rejected
899279,A,Admitted
939301,F,Rejected
935029,E,Admitted
939913,F,Rejected
904894,A,Rejected
907864,B,Admitted
945843,F,Rejected
945922,F,Rejected
920355,C,Rejected
922098,C,Rejected
919997,C,Rejected
924531,D,Admitted
921195,C,Rejected
898333,A,Admitted
913747,C,Admitted
927556,D,Rejected
926529,D,Rejected
929403,D,Rejected
904877,A,Rejected
926565,D,Rejected
946080,F,Rejected
932412,E,Admitted
921370,C,Rejected
931940,D,Rejected
902909,A,Rejected
935490,E,Rejected
912434,B,Rejected
921989,C,Rejected
922073,C,Rejected
925421,D,Rejected
933339,E,Rejected
902701,A,Rejected
920199,C,Rejected
928019,D,Admitted
934403,E,Admitted
924700,D,Admitted
929826,D,Rejected
941519,F,Rejected
927357,D,Rejected
942307,F,Rejected
927371,D,Rejected
943837,F,Rejected
911770,B,Rejected
942107,F,Rejected
915161,C,Rejected
897313,A,Admitted
941415,F,Rejected
900569,A,Admitted
908627,B,Admitted
939775,F,Rejected
921500,C,Rejected
918719,C,Admitted
916956,C,Admitted
902011,A,Admitted
942008,F,Rejected
915172,C,Rejected
937815,E,Rejected
945605,F,Rejected
908485,B,Admitted
933035,E,Rejected
920978,C,Rejected
916749,C,Admitted
939279,F,Rejected
931351,D,Rejected
945333,F,Rejected
944126,F,Rejected
906433,A,Admitted
925048,D,Rejected
943131,F,Rejected
938526,F,Admitted
924466,D,Admitted
906259,A,Admitted
938795,F,Rejected
941573,F,Rejected
944449,F,Rejected
927084,D,Rejected
931161,D,Rejected
929086,D,Admitted
943343,F,Rejected
897409,A,Admitted
914624,C,Rejected
940990,F,Rejected
945348,F,Rejected
914274,C,Admitted
903111,A,Rejected
935111,E,Rejected
926736,D,Rejected
897823,A,Admitted
903008,A,Rejected
923788,D,Admitted
925409,D,Rejected
935088,E,Admitted
941727,F,Rejected
903419,A,Rejected
939940,F,Rejected
899581,A,Admitted
925496,D,Rejected
937390,E,Rejected
932424,E,Admitted
935637,E,Rejected
923762,D,Admitted
944295,F,Rejected
935377,E,Rejected
908991,B,Admitted
910849,B,Rejected
903487,A,Rejected
917097,C,Admitted
944116,F,Rejected
926198,D,Rejected
939408,F,Rejected
916219,C,Rejected
902775,A,Rejected
896835,A,Admitted
931823,D,Rejected
903529,A,Rejected
925859,D,Rejected
905112,A,Rejected
933193,E,Rejected
914983,C,Rejected
922986,C,Rejected
924719,D,Admitted
915482,C,Rejected
935663,E,Rejected
910570,B,Admitted
922296,C,Rejected
905785,A,Admitted
917013,C,Admitted
898657,A,Admitted
897482,A,Admitted
898024,A,Admitted
943824,F,Rejected
934057,E,Rejected
935916,E,Rejected
933864,E,Rejected
927858,D,Admitted
943348,F,Rejected
908738,B,Admitted
906049,A,Admitted
925206,D,Rejected
944639,F,Rejected
902489,A,Rejected
931108,D,Rejected
906242,A,Admitted
928051,D,Admitted
922705,C,Rejected
916817,C,Admitted
907403,B,Admitted
914436,C,Admitted
923121,C,Rejected
910511,B,Admitted
929756,D,Rejected
899974,A,Admitted
923542,D,Admitted
913133,B,Rejected
905525,A,Rejected
945137,F,Rejected
915380,C,Rejected
900700,A,Admitted
930299,D,Rejected
923599,D,Admitted
920587,C,Rejected
902483,A,Rejected
919879,C,Rejected
919639,C,Rejected
912907,B,Admitted
919378,C,Rejected
940158,F,Rejected
919192,C,Rejected
901140,A,Admitted
940278,F,Rejected
929331,D,Rejected
913898,C,Admitted
898962,A,Admitted
942766,F,Rejected
904764,A,Rejected
937663,E,Rejected
896883,A,Admitted
912633,B,Rejected
897744,A,Admitted
945569,F,Rejected
941018,F,Rejected
941985,F,Rejected
930037,D,Rejected
905488,A,Rejected
945042,F,Rejected
933107,E,Rejected
940526,F,Rejected
926101,D,Rejected
901649,A,Admitted
898606,A,Admitted
901314,A,Admitted
909320,B,Admitted
926823,D,Rejected
937792,E,Rejected
940113,F,Rejected
909380,B,Admitted
906015,A,Admitted
917007,C,Admitted
936022,E,Rejected
907207,B,Admitted
913358,C,Admitted
900744,A,Admitted
911792,B,Rejected
918245,C,Admitted
930915,D,Rejected
906946,B,Admitted
910681,B,Rejected
905797,A,Admitted
916659,C,Rejected
945279,F,Rejected
899060,A,Admitted
940508,F,Rejected
911736,B,Rejected
910711,B,Rejected
915875,C,Rejected
898025,A,Admitted
922767,C,Rejected
932251,E,Admitted
902848,A,Rejected
945704,F,Rejected
928885,D,Admitted
944202,F,Rejected
919884,C,Rejected
901775,A,Admitted
905557,A,Admitted
908136,B,Admitted
905057,A,Rejected
931215,D,Rejected
946075,F,Rejected
932357,E,Admitted
943725,F,Rejected
908973,B,Admitted
903160,A,Rejected
934513,E,Admitted
897809,A,Admitted
906808,B,Admitted
914342,C,Admitted
906593,A,Rejected
931905,D,Rejected
900829,A,Admitted
910714,B,Rejected
911634,B,Rejected
906494,A,Admitted
906387,A,Admitted
946247,F,Rejected
936605,E,Rejected
911913,B,Rejected
942512,F,Admitted
898776,A,Admitted
938708,F,Rejected
920518,C,Rejected
926347,D,Rejected
934076,E,Admitted
932388,E,Admitted
928925,D,Admitted
927465,D,Rejected
917717,C,Admitted
924026,D,Admitted
915578,C,Rejected
942419,F,Rejected
932821,E,Rejected
942981,F,Rejected
914025,C,Admitted
934405,E,Admitted
932981,E,Rejected
936831,E,Rejected
896903,A,Admitted
938002,E,Rejected
912176,B,Rejected
896985,A,Admitted
919925,C,Rejected
918674,C,Admitted
901891,A,Admitted
920818,C,Rejected
918532,C,Admitted
945171,F,Rejected
939447,F,Rejected
902148,A,Rejected
900988,A,Admitted
922708,C,Rejected
916795,C,Admitted
939127,F,Rejected
911090,B,Rejected
915411,C,Rejected
897376,A,Admitted
897431,A,Admitted
914136,C,Admitted
930294,D,Rejected
906584,A,Rejected
900039,A,Admitted
924677,D,Admitted
946019,F,Rejected
931708,D,Rejected
906354,A,Admitted
905213,A,Rejected
902920,A,Rejected
939658,F,Rejected
920917,C,Rejected
917886,C,Admitted
920058,C,Rejected
910559,B,Admitted
943114,F,Rejected
905779,A,Admitted
899474,A,Admitted
904291,A,Rejected
931317,D,Rejected
898981,A,Admitted
931922,D,Rejected
919041,C,Rejected
926161,D,Rejected
930856,D,Rejected
921450,C,Rejected
923390,D,Admitted
914908,C,Rejected
937222,E,Rejected
927674,D,Rejected
923201,C,Rejected
942040,F,Rejected
923387,D,Admitted
896943,A,Admitted
944044,F,Rejected
896915,A,Admitted
911934,B,Rejected
906225,A,Admitted
899879,A,Admitted
927096,D,Rejected
938479,F,Admitted
917233,C,Admitted
898359,A,Admitted
938955,F,Rejected
919963,C,Rejected
926185,D,Rejected
911831,B,Rejected
925024,D,Rejected
937229,E,Rejected
916973,C,Admitted
920997,C,Rejected
900060,A,Admitted
910867,B,Rejected
913642,C,Admitted
915545,C,Rejected
901928,A,Admitted
918934,C,Admitted
938960,F,Rejected
898365,A,Admitted
915785,C,Rejected
922854,C,Rejected
924433,D,Admitted
919177,C,Rejected
943675,F,Rejected
926392,D,Rejected
902007,A,Admitted
903033,A,Rejected
941936,F,Rejected
923355,D,Admitted
927571,D,Rejected
933319,E,Rejected
913855,C,Admitted
935891,E,Rejected
930800,D,Rejected
910184,B,Admitted
912772,B,Rejected
937197,E,Rejected
910283,B,Admitted
913480,C,Admitted
925481,D,Rejected
939112,F,Rejected
940524,F,Rejected
922865,C,Rejected
941534,F,Rejected
931640,D,Rejected
909062,B,Admitted
928390,D,Admitted
934346,E,Admitted
928772,D,Admitted
896528,A,Admitted
901723,A,Admitted
903010,A,Rejected
913122,B,Rejected
928258,D,Admitted
918087,C,Admitted
932698,E,Rejected
942399,F,Rejected
899787,A,Admitted
931376,D,Rejected
918711,C,Admitted
931837,D,Rejected
932349,E,Admitted
908510,B,Admitted
924708,D,Admitted
927056,D,Rejected
918440,C,Admitted
927599,D,Rejected
932107,E,Admitted
930360,D,Rejected
911672,B,Rejected
938326,E,Rejected
922642,C,Rejected
939910,F,Rejected
928051,D,Admitted
938015,E,Rejected
937146,E,Rejected
924840,D,Rejected
941809,F,Rejected
919007,C,Rejected
940083,F,Rejected
935231,E,Rejected
901479,A,Admitted
922162,C,Rejected
903486,A,Rejected
923184,C,Rejected
930272,D,Rejected
944982,F,Rejected
928632,D,Admitted
915891,C,Rejected
933676,E,Rejected
898138,A,Admitted
918444,C,Admitted
932894,E,Rejected
921611,C,Rejected
901116,A,Admitted
922720,C,Rejected
936768,E,Rejected
917044,C,Admitted
903288,A,Rejected
907228,B,Admitted
916366,C,Rejected
909561,B,Admitted
919174,C,Rejected
925270,D,Rejected
897617,A,Admitted
919319,C,Rejected
922474,C,Rejected
900678,A,Admitted
939702,F,Rejected
924069,D,Admitted
921853,C,Rejected
896503,A,Admitted
911370,B,Rejected
918956,C,Admitted
905235,A,Rejected
917077,C,Admitted
927630,D,Rejected
913236,C,Admitted
928048,D,Admitted
923735,D,Admitted
912582,B,Rejected
919731,C,Rejected
932438,E,Admitted
946228,F,Rejected
912484,B,Rejected
929277,D,Admitted
914663,C,Rejected
933595,E,Rejected
919287,C,Rejected
916423,C,Rejected
941252,F,Rejected
943700,F,Rejected
924581,D,Admitted
901451,A,Admitted
931867,D,Rejected
901076,A,Admitted
944403,F,Rejected
943304,F,Rejected
923675,D,Admitted
930957,D,Rejected
923301,D,Admitted
945227,F,Rejected
945972,F,Rejected
935025,E,Admitted
917134,C,Admitted
931093,D,Rejected
919803,C,Rejected
920483,C,Rejected
932921,E,Rejected
903316,A,Rejected
934481,E,Admitted
912294,B,Rejected
897497,A,Admitted
936754,E,Rejected
910141,B,Admitted
898944,A,Admitted
913123,B,Rejected
929585,D,Rejected
933698,E,Rejected
933777,E,Rejected
910090,B,Admitted
907963,B,Admitted
900967,A,Admitted
920657,C,Rejected
902475,A,Rejected
942376,F,Rejected
942781,F,Rejected
941148,F,Rejected
939142,F,Rejected
927400,D,Rejected
929686,D,Rejected
899180,A,Admitted
932401,E,Admitted
927785,D,Rejected
905369,A,Rejected
908764,B,Admitted
923917,D,Admitted
943842,F,Rejected
906940,B,Admitted
945851,F,Rejected
917419,C,Admitted
940818,F,Rejected
933293,E,Rejected
907229,B,Admitted
916739,C,Admitted
911619,B,Rejected
930836,D,Rejected
931455,D,Rejected
912337,B,Rejected
909487,B,Admitted
918729,C,Admitted
915724,C,Rejected
919869,C,Rejected
920426,C,Rejected
926546,D,Rejected
930253,D,Rejected
936598,E,Rejected
941238,F,Rejected
922829,C,Rejected
896537,A,Admitted
899301,A,Admitted
907366,B,Admitted
937119,E,Rejected
919311,C,Rejected
899578,A,Admitted
921047,C,Rejected
908120,B,Admitted
906800,B,Admitted
934516,E,Admitted
921105,C,Rejected
920989,C,Rejected
939039,F,Rejected
931895,D,Rejected
902923,A,Rejected
905671,A,Admitted
906837,B,Admitted
906559,A,Rejected
938864,F,Rejected
902586,A,Rejected
914098,C,Admitted
926379,D,Rejected
942689,F,Admitted
930283,D,Rejected
934317,E,Admitted
919877,C,Rejected
930798,D,Rejected
931841,D,Rejected
915431,C,Rejected
917587,C,Admitted
912107,B,Rejected
923997,D,Admitted
939731,F,Rejected
925868,D,Rejected
918522,C,Admitted
932714,E,Rejected
906004,A,Admitted
898637,A,Admitted
922945,C,Rejected
926196,D,Rejected
933598,E,Rejected
935300,E,Rejected
930010,D,Rejected
911720,B,Rejected
936022,E,Rejected
921443,C,Rejected
897466,A,Admitted
913229,C,Admitted
913846,C,Admitted
906150,A,Admitted
932612,E,Rejected
914792,C,Rejected
943112,F,Rejected
922683,C,Rejected
901427,A,Admitted
937057,E,Rejected
927946,D,Admitted
937203,E,Rejected
933796,E,Rejected
929047,D,Admitted
943351,F,Rejected
932468,E,Admitted
915509,C,Rejected
901016,A,Admitted
944762,F,Rejected
917490,C,Admitted
902285,A,Rejected
897029,A,Admitted
945339,F,Rejected
926931,D,Rejected
917226,C,Admitted
911961,B,Rejected
901382,A,Admitted
904665,A,Rejected
912800,B,Rejected
932667,E,Rejected
898461,A,Admitted
937884,E,Rejected
925581,D,Rejected
931993,E,Admitted
932725,E,Rejected
896932,A,Admitted
945412,F,Rejected
910621,B,Rejected
938146,E,Rejected
930366,D,Rejected
925043,D,Rejected
944394,F,Rejected
909680,B,Admitted
931998,E,Admitted
900247,A,Admitted
944281,F,Rejected
897955,A,Admitted
934576,E,Admitted
945651,F,Rejected
926885,D,Rejected
917631,C,Admitted
940625,F,Rejected
935738,E,Rejected
909581,B,Admitted
937993,E,Rejected
910459,B,Admitted
929752,D,Rejected
906118,A,Admitted
922502,C,Rejected
935501,E,Rejected
908378,B,Admitted
921225,C,Rejected
918338,C,Admitted
924299,D,Admitted
906275,A,Admitted
935875,E,Rejected
941110,F,Rejected
907563,B,Admitted
928673,D,Admitted
909428,B,Admitted
896945,A,Admitted
936978,E,Rejected
934964,E,Admitted
901675,A,Admitted
897956,A,Admitted
909016,B,Admitted
930227,D,Rejected
940972,F,Rejected
910314,B,Admitted
940514,F,Rejected
936465,E,Rejected
914394,C,Admitted
911900,B,Rejected
919448,C,Rejected
920899,C,Rejected
897116,A,Admitted
921571,C,Rejected
897707,A,Admitted
908593,B,Admitted
924547,D,Admitted
936671,E,Rejected
916472,C,Rejected
928560,D,Admitted
919871,C,Rejected
943717,F,Rejected
926616,D,Rejected
938540,F,Admitted
937526,E,Rejected
937057,E,Rejected
911161,B,Rejected
919330,C,Rejected
901113,A,Admitted
934445,E,Admitted
897214,A,Admitted
943947,F,Rejected
908469,B,Admitted
919233,C,Rejected
904869,A,Rejected
896607,A,Admitted
928735,D,Admitted
941460,F,Rejected
913222,C,Admitted
910270,B,Admitted
908133,B,Admitted
932028,E,Admitted
940335,F,Rejected
902380,A,Rejected
932499,E,Admitted
900553,A,Admitted
945910,F,Rejected
936408,E,Rejected
938860,F,Rejected
916706,C,Rejected
900327,A,Admitted
931019,D,Rejected
902927,A,Rejected
940318,F,Rejected
924321,D,Admitted
897423,A,Admitted
916947,C,Admitted
945026,F,Rejected
923091,C,Rejected
922805,C,Rejected
944205,F,Rejected
902938,A,Rejected
909033,B,Admitted
929526,D,Rejected
936593,E,Rejected
908780,B,Admitted
896757,A,Admitted
915108,C,Rejected
923270,D,Admitted
944936,F,Rejected
916743,C,Admitted
906605,A,Rejected
926764,D,Rejected
941129,F,Rejected
936583,E,Rejected
912798,B,Rejected
910124,B,Admitted
926502,D,Rejected
899947,A,Admitted
941605,F,Rejected
925504,D,Rejected
921629,C,Rejected
899791,A,Admitted
929724,D,Rejected
922461,C,Rejected
924303,D,Admitted
941452,F,Rejected
899656,A,Admitted
937470,E,Rejected
943367,F,Rejected
942608,F,Admitted
905527,A,Rejected
922052,C,Rejected
942044,F,Rejected
937693,E,Rejected
911131,B,Rejected
938412,F,Admitted
915932,C,Rejected
944438,F,Rejected
904223,A,Rejected
931530,D,Rejected
898768,A,Admitted
909953,B,Admitted
911087,B,Rejected
944774,F,Rejected
902645,A,Rejected
938829,F,Rejected
919002,C,Rejected
902431,A,Rejected
926018,D,Rejected
934624,E,Admitted
918773,C,Admitted
934972,E,Admitted
934211,E,Admitted
907414,B,Admitted
940281,F,Rejected
909155,B,Admitted
921458,C,Rejected
944393,F,Rejected
907940,B,Admitted
900397,A,Admitted
938966,F,Rejected
934437,E,Admitted
897799,A,Admitted
940857,F,Rejected
898856,A,Admitted
930809,D,Rejected
923423,D,Admitted
899492,A,Admitted
937616,E,Rejected
913307,C,Admitted
934726,E,Admitted
932557,E,Rejected
941785,F,Rejected
930929,D,Rejected
939301,F,Rejected
909466,B,Admitted
925366,D,Rejected
944282,F,Rejected
923966,D,Admitted
920758,C,Rejected
923025,C,Rejected
907805,B,Admitted
923941,D,Admitted
909461,B,Admitted
899405,A,Admitted
935921,E,Rejected
942843,F,Rejected
918912,C,Admitted
909548,B,Admitted
912303,B,Rejected
901379,A,Admitted
934910,E,Admitted
910916,B,Rejected
899529,A,Admitted
925836,D,Rejected
912297,B,Rejected
931282,D,Rejected
918287,C,Admitted
924860,D,Rejected
902105,A,Rejected
924287,D,Admitted
908461,B,Admitted
939594,F,Rejected
921813,C,Rejected
897321,A,Admitted
899692,A,Admitted
937222,E,Rejected
939814,F,Rejected
913886,C,Admitted
932526,E,Admitted
920476,C,Rejected
918062,C,Admitted
940618,F,Rejected
945680,F,Rejected
933537,E,Rejected
896661,A,Admitted
907737,B,Admitted
908927,B,Admitted
908058,B,Admitted
901996,A,Admitted
930078,D,Rejected
934791,E,Admitted
940978,F,Rejected
898397,A,Admitted
917633,C,Admitted
900177,A,Admitted
940308,F,Rejected
906949,B,Admitted
902228,A,Rejected
911768,B,Rejected
902262,A,Rejected
913652,C,Admitted
902664,A,Rejected
915240,C,Rejected
914447,C,Admitted
917599,C,Admitted
943801,F,Rejected
915053,C,Rejected
896769,A,Admitted
897948,A,Admitted
922562,C,Rejected
933454,E,Rejected
939559,F,Rejected
903402,A,Rejected
922618,C,Rejected
941398,F,Rejected
940488,F,Rejected
924508,D,Admitted
927872,D,Admitted
942427,F,Rejected
900722,A,Admitted
934629,E,Admitted
914121,C,Admitted
918452,C,Admitted
924644,D,Admitted
946065,F,Rejected
904328,A,Rejected
904611,A,Rejected
937260,E,Rejected
918547,C,Admitted
915594,C,Rejected
945039,F,Rejected
901791,A,Admitted
942971,F,Rejected
941944,F,Rejected
933857,E,Rejected
897700,A,Admitted
915647,C,Rejected
900005,A,Admitted
918047,C,Admitted
915395,C,Rejected
934346,E,Admitted
940951,F,Rejected
918684,C,Admitted
945858,F,Rejected
913109,B,Rejected
901923,A,Admitted
907353,B,Admitted
911675,B,Rejected
913632,C,Admitted
925710,D,Rejected
922298,C,Rejected
936196,E,Rejected
920083,C,Rejected
898339,A,Admitted
942462,F,Rejected
907292,B,Admitted
901852,A,Admitted
920449,C,Rejected
924835,D,Rejected
905805,A,Admitted
903950,A,Rejected
907510,B,Admitted
942434,F,Rejected
906204,A,Admitted
943519,F,Rejected
932591,E,Rejected
907214,B,Admitted
907921,B,Admitted
939599,F,Rejected
907409,B,Admitted
926133,D,Rejected
896993,A,Admitted
927999,D,Admitted
922450,C,Rejected
907468,B,Admitted
935922,E,Rejected
901588,A,Admitted
908585,B,Admitted
926055,D,Rejected
910811,B,Rejected
919563,C,Rejected
919337,C,Rejected
906807,B,Admitted
936043,E,Rejected
912466,B,Rejected
922741,C,Rejected
938429,F,Admitted
920552,C,Rejected
944222,F,Rejected
944721,F,Rejected
935888,E,Rejected
905089,A,Rejected
937357,E,Rejected
913103,B,Rejected
901556,A,Admitted
934602,E,Admitted
918185,C,Admitted
932781,E,Rejected
930792,D,Rejected
912791,B,Rejected
915396,C,Rejected
929493,D,Rejected
938141,E,Rejected
929707,D,Rejected
906776,B,Admitted
945594,F,Rejected
916145,C,Rejected
898305,A,Admitted
933018,E,Rejected
930420,D,Rejected
944994,F,Rejected
914683,C,Rejected
936003,E,Rejected
907549,B,Admitted
916103,C,Rejected
904225,A,Rejected
906153,A,Admitted
903485,A,Rejected
911688,B,Rejected
903105,A,Rejected
937419,E,Rejected
902938,A,Rejected
935858,E,Rejected
910928,B,Rejected
942704,F,Admitted
923858,D,Admitted
928473,D,Admitted
946164,F,Rejected
926151,D,Rejected
905840,A,Admitted
934175,E,Admitted
901222,A,Admitted
934233,E,Admitted
946235,F,Rejected
915346,C,Rejected
925638,D,Rejected
930454,D,Rejected
921760,C,Rejected
928081,D,Admitted
943870,F,Rejected
924450,D,Admitted
941604,F,Rejected
925391,D,Rejected
908107,B,Admitted
908325,B,Admitted
917502,C,Admitted
899473,A,Admitted
915246,C,Rejected
936987,E,Rejected
943965,F,Rejected
927530,D,Rejected
911208,B,Rejected
928915,D,Admitted
933695,E,Rejected
923033,C,Rejected
929582,D,Rejected
941984,F,Rejected
944561,F,Rejected
939816,F,Rejected
941084,F,Rejected
940384,F,Rejected
921836,C,Rejected
911620,B,Rejected
909351,B,Admitted
943803,F,Rejected
941534,F,Rejected
923569,D,Admitted
939639,F,Rejected
913981,C,Admitted
925537,D,Rejected
939988,F,Rejected
936251,E,Rejected
905937,A,Admitted
933290,E,Rejected
920498,C,Rejected
897876,A,Admitted
933078,E,Rejected
941493,F,Rejected
926648,D,Rejected
903853,A,Rejected
917555,C,Admitted
927777,D,Rejected
931883,D,Rejected
921050,C,Rejected
939692,F,Rejected
943647,F,Rejected
908762,B,Admitted
909127,B,Admitted
907696,B,Admitted
939646,F,Rejected
918212,C,Admitted
921716,C,Rejected
908899,B,Admitted
942706,F,Admitted
931994,E,Admitted
906271,A,Admitted
936471,E,Rejected
909184,B,Admitted
903374,A,Rejected
912533,B,Rejected
910758,B,Rejected
913534,C,Admitted
898041,A,Admitted
906320,A,Admitted
904539,A,Rejected
933892,E,Rejected
929427,D,Rejected
935083,E,Admitted
908044,B,Admitted
904976,A,Rejected
923527,D,Admitted
901983,A,Admitted
897594,A,Admitted
918512,C,Admitted
940698,F,Rejected
941164,F,Rejected
924665,D,Admitted
926073,D,Rejected
943529,F,Rejected
911939,B,Rejected
924006,D,Admitted
914828,C,Rejected
921402,C,Rejected
898938,A,Admitted
943406,F,Rejected
914028,C,Admitted
899632,A,Admitted
903545,A,Rejected
914802,C,Rejected
930968,D,Rejected
933888,E,Rejected
900367,A,Admitted
920460,C,Rejected
905245,A,Rejected
909312,B,Admitted
897222,A,Admitted
933080,E,Rejected
927837,D,Rejected
913425,C,Admitted
933374,E,Rejected
938493,F,Admitted
941865,F,Rejected
943694,F,Rejected
921088,C,Rejected
913644,C,Admitted
939828,F,Rejected
897764,A,Admitted
921096,C,Rejected
912032,B,Rejected
923801,D,Admitted
934401,E,Admitted
912504,B,Rejected
929161,D,Admitted
939448,F,Rejected
926148,D,Rejected
910857,B,Rejected
940611,F,Rejected
924016,D,Admitted
916121,C,Rejected
909390,B,Admitted
930985,D,Rejected
918441,C,Admitted
946107,F,Rejected
936073,E,Rejected
928882,D,Admitted
936807,E,Rejected
898943,A,Admitted
908213,B,Admitted
942455,F,Rejected
932932,E,Rejected
910631,B,Rejected
944610,F,Rejected
940381,F,Rejected
931125,D,Rejected
931950,D,Rejected
936438,E,Rejected
922553,C,Rejected
905897,A,Admitted
915651,C,Rejected
919321,C,Rejected
932459,E,Admitted
941500,F,Rejected
923125,C,Rejected
941867,F,Rejected
906195,A,Admitted
940904,F,Rejected
902817,A,Rejected
914633,C,Rejected
944436,F,Rejected
928447,D,Admitted
903935,A,Rejected
914931,C,Rejected
903832,A,Rejected
945274,F,Rejected
927328,D,Rejected
929073,D,Admitted
902326,A,Rejected
910808,B,Rejected
935700,E,Rejected
935460,E,Rejected
945208,F,Rejected
943464,F,Rejected
945874,F,Rejected
928449,D,Admitted
935931,E,Rejected
920544,C,Rejected
923823,D,Admitted
922062,C,Rejected
938635,F,Admitted
924404,D,Admitted
929019,D,Admitted
926173,D,Rejected
923753,D,Admitted
930067,D,Rejected
900318,A,Admitted
933613,E,Rejected
940014,F,Rejected
912813,B,Rejected
923519,D,Admitted
910834,B,Rejected
918188,C,Admitted
916841,C,Admitted
935828,E,Rejected
922847,C,Rejected
901136,A,Admitted
932699,E,Rejected
943524,F,Rejected
941256,F,Rejected
922069,C,Rejected
927271,D,Rejected
933194,E,Rejected
904109,A,Rejected
945576,F,Rejected
900657,A,Admitted
926146,D,Rejected
921556,C,Rejected
913188,C,Admitted
906937,B,Admitted
920224,C,Rejected
915884,C,Rejected
945905,F,Rejected
925351,D,Rejected
936004,E,Rejected
898248,A,Admitted
911833,B,Rejected
942299,F,Rejected
901787,A,Admitted
934546,E,Admitted
914327,C,Admitted
910411,B,Admitted
931672,D,Rejected
943207,F,Rejected
930763,D,Rejected
906724,A,Rejected
930506,D,Rejected
901533,A,Admitted
900505,A,Admitted
920546,C,Rejected
939483,F,Rejected
939267,F,Rejected
906644,A,Rejected
916640,C,Rejected
905907,A,Admitted
932235,E,Admitted
929855,D,Rejected
911916,B,Rejected
942446,F,Rejected
902406,A,Rejected
914740,C,Rejected
924337,D,Admitted
922521,C,Rejected
928064,D,Admitted
900539,A,Admitted
933198,E,Rejected
908376,B,Admitted
924170,D,Admitted
933075,E,Rejected
923531,D,Admitted
896639,A,Admitted
922547,C,Rejected
921937,C,Rejected
901412,A,Admitted
922839,C,Rejected
896572,A,Admitted
922465,C,Rejected
902283,A,Rejected
923927,D,Admitted
896595,A,Admitted
930381,D,Rejected
921914,C,Rejected
932827,E,Rejected
928430,D,Admitted
936060,E,Rejected
929164,D,Admitted
917897,C,Admitted
946083,F,Rejected
933873,E,Rejected
933853,E,Rejected
924461,D,Admitted
938594,F,Admitted
921521,C,Rejected
938169,E,Rejected
899926,A,Admitted
922542,C,Rejected
936808,E,Rejected
900599,A,Admitted
930294,D,Rejected
919590,C,Rejected
933440,E,Rejected
942044,F,Rejected
916971,C,Admitted
934512,E,Admitted
908789,B,Admitted
935685,E,Rejected
909475,B,Admitted
915349,C,Rejected
915825,C,Rejected
931893,D,Rejected
